surveyuniqueid;Field;FieldOther;Whatisyourcurrentemploymentstatus;Employment;Gender;YearBorn;PHD10OTHERWISE;AverageRBudget;GovernmentFunds;useofsc;importance;frequence_of_purch;importancePrice;costMostExpensive;Purchase_collab;in_charge_purchase;collaboration_withFirm;price_latest_purchase;functionality_better_thanPrice;aReputation_better_thanPrice;cBrand_better_thanPrice;aReputation_better_thanC_brand;cBrand_better_thanFunctionality;aReputation_better_thanFunctiona;IR_input_from_others;IR_colleagues;IR_technical_conferences;IR_salespersons;IR_written_info;IR_brand;IR_peer_review;IR_previous_use;Ref_peer_reviewed_j;Ref_star_scientist;Ref_high_impact;Ref_industry_coauthor;Ref_firm_coauthor;Ref_in_high_impact_expensiveVSch;IR_colleagues_expensiveVScheap;Patents;ICA_exploration;ICA_firm_creation;ICA_licensing_income;ICA_negotiation_use;ICA_other;ICA_none;sumofpositiveICAS;Papers_published;Impact_factor;@5y_Impact_factor;Publications_HJ;US1EU0;IfindinputfromcolleaguesthatIamcurrentlycollaboratingorhavecolla;Ifindinputfromtechnicalconferencesworkshopsandfairsreliable;Ifindsalespersonsfromthefirmproducingandsellingtheinstrumentreli;Ifindwritteninformationwebsitesbrochuresofthefirmproducingandsel;Ifindthebrandofthefirmproducingandsellingtheinstrumentreliable;Ifindreferencesinpeerreviewedpaperstobereliable;Ifindreferencesinpeerreviewedpapersinhighimpactjournalstoberelia;CompletionStatus;Starttime;Closetime;ResponseDays1beforereminder2after1streminderbefore2nd3after3rdre;Budget_dummy;Age_dummy;Gov_dummy;ICAS_patent;pricemostexp;Response_half;Age_dummy1977;Impact_dummy7;Professor_responsehalf;Assocprofessor_responsehalf;Assistprofessor_responsehalf;Postdoc_responsehalf;PhDstudent_responsehalf;Impact_dummy8;Impact_dummy9;Young_highimpact7;Young_lowimpact7;Young_highlowimpact7;Young_highimpact9;Young_lowimpact9;Young_highlowimpact9
700;4; ;Post-doc;4;1; ;1;1;1;1;1;5;1;4;1;1;3;2;1;1;4;4;4;2;3;2;4;3;3;2;2;1;2;2;2;4;4;3;2;0;0;0;0;0;0;1;0;10;10; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41409,51343;41409,52118;2;0;0;1; ;2;1; ;1; ; ; ;2; ;1;1; ; ; ; ; ; 
276;4; ; ; ;2;1965;0; ; ;1;1;5;1;3;3; ;3;3;1;5;5;5;5;5;3;2;2;2;2;3;3;1;5;5;5;5;5;5;1;0;0;0;0;0;0;1;0;0; ; ;0;0;2;1;3;3;1;3;2;Complete / Closed;41409,73223;41409,73674;2; ;0; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
4588;1; ;Associate professor;2;1;1951;1;1;2;1;1;4;2;2;3; ;3;2;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41410,32316; ;2;0;0;1; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
4635;1; ;Associate professor;2;1;1955;1;2;4;1;1;4;2;3;1;1;2;3;3;3;3;2;5;5;5;3;3;2;3; ;3;2;3;3;3;3;3;3;1;0;0;0;0;0;0;1;0; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41410,3421; ;2;1;0;2; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
471;4; ;Professor;1;1;1959;0;2;3;1;1;4;3;4;2;1;2;2;2;2;3;2;4;2;2;2;3; ;1;4;3;3;2;4;3;5;5;3;2;1;1;1;1;1;0;0;4;17;31,95;34,36;2;0;1;3;4;3;2;3;2;Complete / Closed;41415,36169;41415,36677;2;1;0;2; ;2;1;0;1;2; ; ; ; ;1;1; ; ; ; ; ; 
2420;3; ;Other;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41421,3329; ;2; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
4723;2; ;Post-doc;4;2;1980;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,48072; ;3; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
594;4; ;PhD student;5;1;1980;0;1;4;1;1;4;1;1;2;4;3;2;1;1;2;1;3;3;1;1;2;3;1;2;2;1;2;1;1;1;2;3;1;0;0;0;0;0;0;1;0;3; ; ; ;0;3;2;4;3;3;1;1;Complete / Closed;41425,48098;41425,48638;3;0;0;2; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
1330;4; ;PhD student;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,48189; ;3; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
627;5; ;PhD student;5;1;1984;0; ;2;1;1;5;2;4;1;4;3; ;3;5;3;4;4;5;2;2;5;3;2;3;5;3;4;5;5;5;5;3;3;0;0;0;0;0;0;1;0;1;3,64;4,03;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,48207;41425,48854;3; ;0;1; ;2;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
3546;5; ;PhD student;5;2;1985;0;1;1;1;1;5;1;4;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,48231; ;3;0;0;1; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
45;4; ;PhD student;5;1;1987;0;1;4;1;1;1;1;5;2;2;3;2;2;3;4;2;4;2;2;2;3;4;4;4;4;4;2;2;2;2;2;3;3;0;0;0;0;0;0;1;0;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41425,48266;41425,48636;3;0;0;2; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
568;5; ;PhD student;5;1;1988;0;1;4;1;1;2;2;3;3; ;2;1;2;3;3;1;5;4;2;2;2;3;3;3;2;1;2;4;4;4;4;1;1;0; ; ; ; ; ; ; ;0; ; ;0;0; ; ; ; ; ; ; ;Complete / Closed;41425,48486;41425,48872;3;0;0;2; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
1390;6; ;PhD student;5;2;1980;0;1;2;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41425,48703; ;3;0;0;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
545;4; ;Assistant professor;3;1;1976;1;2;4;1;2;5;1;1;1;2;3;1;1;1;4;1;5;4;1;3;3;3;2;4;3;3;2;3;2;2;5;5;5;0;0;0;0;0;0;1;0;19;31,03;33,587;2;0; ; ; ; ; ; ; ;Complete / Closed;41425,49006;41425,49309;3;1;0;2; ;1;1;0;1; ; ;2; ; ;1;1; ; ; ; ; ; 
442;1; ;Associate professor;2;1;1967;1;1;1;1;1;3;3;3;3; ;2;2;2;4;4;2;5;4;2;2;2;3;3;3;3;3;2;2;2;2;3;2;2;0;0;0;0;0;0;1;0;11;11,86;11,02;2;0;2;2;3;3;2;2;1;Complete / Closed;41425,4917;41425,49786;3;0;0;1; ;1;1;0;1; ;2; ; ; ;1;1; ; ; ; ; ; 
62;4; ;PhD student;5;1;1978;0;1;4;1;1;4;2;3;1;4;3;1;2;4;4;2;3;2;2;2;3;3;2;2;3;3;3;3;3;3;3;3;2;0;0;0;0;0;0;1;0;0; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41425,4934;41425,49666;3;0;0;2; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
544;4; ;PhD student;5;2;1985;0; ; ;1;2;4;2; ;1;4;2;1;2;3;4;1;4;4;3;2;5;4;3;4;3;2;3;3;3;4;4;3;1;0; ; ; ; ; ; ; ;1;2,63;3,1;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,49508;41425,49937;3; ;0; ; ; ;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
550;5; ;Post-doc;4;2;1983;1;2;1;1;1;5;1;4;3; ;3;1;2;2;4;1;5;4;1;2;3;4;2;4;3;2;2;2;2;4;4;1;1;0;0;0;0;0;0;1;0;3;6,91; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,50001;41425,54019;3;1;0;1; ;2;1;1; ; ; ; ;2; ;0;0; ; ; ; ;1;1
5912;1; ;PhD student;5;2;1987;0;1;3;1;1;5;1;1;1;2;2;1; ;1;2;1;4;4;2;2;2;3;3;3;3;4;1;1;1;2;2;1;1;0;0;0;0;0;0;1;0;1; ; ;1;0; ; ; ; ; ; ; ;started but not completed;41425,51118; ;3;0;0;2; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
509;5; ;PhD student;5;1;1985;0;1;4;1;1;4;1;4;2;4;3;2;2;4;4;2;5;4;2;2;5;3;2;2;2;3;3;5;5;5;5;3;2;0;0;0;0;0;0;1;0;2; ; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,52792;41425,53723;3;0;0;2; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
513;4; ;PhD student;5;2;1976;0;1;4;1;1;2;1;2;3; ;3;2;2;5;5;5; ;5;2;2;4;3;3;4;3;3;3;3;3;3;5;3;2;0;0;0;0;0;0;1;0;5;3,93;3,81;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,54551;41425,54989;3;0;0;2; ;1;1;0;0; ; ; ; ;2;0;0; ; ; ; ; ; 
134;4; ;Associate professor;2;2;1975;1;1;1;1;1;5;1;4;1;4;3;2;2;2;4;1;5;4;2;1;2;3;3;3;2;2;2;3;3;5;5;4;4;0;0;0;0;0;1;0;1;8;3,308;3,596;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,54945;41425,56381;3;0;0;1; ;2;1;0;0; ;2; ; ; ;0;0; ; ; ; ; ; 
164;1; ;Professor;1;1;1961;0;3;3;1;1;2;2;4;1;2;2;3;2;1;4;1;4;3;2;1;1;3;3;2;3;1;3;3;3;3;3;3;2;1;0;0;0;1;1;0;2;46;9,7;10,6;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,55109;41425,55759;3;1;0;2; ;2;1;0;1;2; ; ; ; ;1;1; ; ; ; ; ; 
639;4; ;Associate professor;2;1;1963;1;2;4;1;1;3;2;4;2;3;2;3;2;2;4;1;4;2;2;3;4;4;4;4;4;2;3;2;2;3;3;3;1;0; ; ; ; ; ; ; ;32;8,27;8,05;1;0;1;3;3;3;2;3;2;Complete / Closed;41425,55801;41425,56727;3;1;0;2; ;2;1;0;1; ;2; ; ; ;1;0; ; ; ; ; ; 
173;4; ;PhD student;5;2;1983;0;2;1;1;1;3;1;3;2;2;2;3;2;4;4;2;4;4;2;2;3;4;4;3;3;2;3;3;3;3;4;3;2;0;0;0;0;0;0;1;0;2;2,75;3,32;1;0; ; ; ; ; ; ; ;Complete / Closed;41425,56204;41425,56733;3;1;0;1; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
446;4; ;Post-doc;4;1;1977;1;1;4;1;1;5;2;4;3; ;3;4;2;3;4;2;4;4;2;2;3;2;4;4;3;2;3;3;3;4;4;3;2;0;0;0;0;0;0;1;0;2;9,25;10,12;2;0;1;2;3;3;2;2;2;Complete / Closed;41425,59851;41425,60498;3;0;0;2; ;2;1;1;1; ; ; ;2; ;1;1;2; ;2;2; ;2
605;1; ;PhD student;5;1;1983;0;1;4;1;1;4;1;4;2;4;3;1;1;2;5;2;5;5;1;2;3;4;2;3;4;5;1;2;3;5;5;4;2;0;0;0;0;0;0;1;0;3; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41425,64018;41425,64503;3;0;0;2; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
36;5; ;PhD student;5;1;1983;0;1;2;1;2;1;1;1;1;3;1;2;2;4;4;2;4;4;2;2;3;3;3;3;2;1;2; ;2;2;3;3;1;0;0;0;0;0;0;1;0;0; ; ; ;0;1;2;3;2;2;2;2;Complete / Closed;41427,34622;41427,35823;3;0;0;1; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
820;5; ;Assistant professor;3;1;1978;1;1;4;1;2;4;2;2;3; ;3;2;2;2;3;2;4;4;2;2;4;5;4;3;3;3;2;2;2;4;4;2;1;0;0;0;0;0;0;1;0;25;9,7;10,6;1;0; ; ; ; ; ; ; ;Complete / Closed;41428,33942;41428,34533;3;0;0;2; ;1;1;1;1; ; ;2; ; ;1;1;2; ;2;2; ;2
278;4; ;PhD student;5;2;1984;0;1;1;1;1;4;2;4;2;4;2;3;2;3;4;2;4;4;2;3;3;3;3;2;3;2;3;3;2;4;4;3;2;0;0;0;0;0;0;1;0;1; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41428,38196;41428,38863;3;0;0;1; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
490;3; ;Professor;1;1;1949;1;2; ;1;1;3;1;3;2;3;3;3;1;2;2;2;5;4;2;2;3;3;3;3;3;2;2;2;2;4;4;2;2;0; ; ; ; ; ; ; ;12;30,17;38,7;1;0; ; ; ; ; ; ; ;Complete / Closed;41428,41316;41428,42281;3;1;0; ; ;1;1;0;1;2; ; ; ; ;1;1; ; ; ; ; ; 
5560;4; ;Other;6;2;1974;0;1;1;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41428,44571; ;3;0;0;1; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
390;4; ;PhD student;5;2;1985;0;2;4;1;1;1;1;3;3; ;3;2;2;2;3;2;4;2;2;1;3;4;2;3;2;1;2;2;2;2;3;2;3;0;0;0;0;0;0;1;0;1; ; ;1;0; ; ; ; ; ; ; ;Complete / Closed;41428,53936;41428,54706;3;1;0;2; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
783;4; ;Assistant professor;3;2;1977;1;2;1;1;2;5;3;3;1;4;2;1;2;2;4;1;4;4;2;2;4;3;3;4;3;2;2;2;2;3;4;2;2;0;0;0;0;0;0;1;0;4;15,28;14,9;1;0; ; ; ; ; ; ; ;Complete / Closed;41428,6543;41428,65862;3;1;0;1; ;1;1;1;1; ; ;2; ; ;1;1;2; ;2;2; ;2
577;4; ;Post-doc;4;2;1975;1;1;4;1;1;5;2;3;3; ;3;3;2;2;4;2;4;4;1;1;4;1;3;3;4;3;4;4;4;4;4;2;1;0; ; ; ; ; ; ; ;8;3,4;4,12;1;0; ; ; ; ; ; ; ;Complete / Closed;41429,37597;41429,38348;3;0;0;2; ;1;1;0;0; ; ; ;2; ;0;0; ; ; ; ; ; 
680;4; ;PhD student;5;2;1988;0; ; ;1;1;4;1;3;2;4;3;3;2;2;5;1;5;5;2;3;3;3;3;4;2;1;2;2;3;4;5;2;2;0;0;0;0;0;0;1;0;10;9,7;10,6;1;1;1;2;4;3;2;3;3;Complete / Closed;41396,75377;41396,75767;1; ;0; ; ;1;0;1;1; ; ; ; ;1;1;1;2; ;2;2; ;2
12;5; ;Post-doc;4;1;1989;1;2;4;1;1;1;1;1;1;3;3;1;3;4; ;2;3;4;2;3;3;3;3;3;2;2;2;2;2;3;3;2;1;1;1;0;0;1;0;0;2;7; ; ;1;1; ; ; ; ; ; ; ;Complete / Closed;41396,7594;41396,76119;1;1;0;2; ;1;0;1; ; ; ; ;1; ; ; ; ; ; ; ; ; 
587;4; ;Professor;1;1;1961;1;2;4;1;1;5;3;3;3; ;3;3;2;4;2;3;4;4;2;1;4;1;1;3;2;3;2;3;4;5;5;3;1;0;0;0;0;0;0;1;0;4;31,95;34,36;1;1; ; ; ; ; ; ; ;Complete / Closed;41396,76313;41429,7834;1;1;0;2; ;1;1;0;1;2; ; ; ; ;1;1; ; ; ; ; ; 
478;5; ;Assistant professor;3;1;1972;1;1;3;1;1;4;3;3;1;1;2;3;1;1;4;2;4;1;1;1;4;3;3;3;1;1;1;1;1;2;2;1;1;1;0;0;0;0;0;1;0;6;8; ;2;1; ; ; ; ; ; ; ;Complete / Closed;41396,76377;41396,76766;1;0;0;2; ;1;0;0;1; ; ;1; ; ;1;0; ; ; ; ; ; 
2221;1; ;Post-doc;4;1;1973;1;1;4;1;1;5;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41396,79461; ;1;0;0;2; ;2; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
807;1; ;Post-doc;4;1;1979;1;2;4;1;1;4;2;3;3; ;2;3;2;3;3;3;4;4;3;2;2;3;2;3;3;1;3;3;3;3;3;3;1;0;0;0;0;0;0;1;0;7;10,67;10,23;1;1; ; ; ; ; ; ; ;Complete / Closed;41396,79779;41396,8024;1;1;0;2; ;1;0;1;1; ; ; ;1; ;1;1;2; ;2;2; ;2
158;5; ;Associate professor;2;1;1966;1;2;3;1;1;4;2;4;1;1;3;4;2;4;4;2;5;5;2;2;2;1;1;3;3;2;2;2;4;3;4;3;1;0;0;0;0;0;0;1;0;18;15,25;16,42;2;1;1;3;3;3;3;2;2;Complete / Closed;41396,79845;41396,80231;1;1;0;2; ;2;0;0;1; ;1; ; ; ;1;1; ; ; ; ; ; 
2095;4; ;Assistant professor;3;2;1973;1;1;2;1;3;5;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41396,80376; ;1;0;0;1; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
651;5; ;Assistant professor;3;1;1967;1;1;2;1;1;4;1;4;1;4;3;4;2;2;1;4;2;4;2;2;2;2;3;3;3;1;2;2;2;2;3;2;2;0;0;0;0;0;0;1;0;25;5,62;5,48;2;1; ; ; ; ; ; ; ;Complete / Closed;41396,95713;41396,96119;1;0;0;1; ;2;0;0;0; ; ;1; ; ;0;0; ; ; ; ; ; 
3679;1; ;Other;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41397,11377; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
383;4; ;PhD student;5;2;1987;0;4;2;1;1;5;1;5;1;4;3;5;4;2;4;2;4;3;1;1;2;3;3;3;3;2;2;2;2;4;4;2;1;0;0;0;0;0;0;1;0;1;12,94;15,6;1;1;1;1;2;2;2;1;1;Complete / Closed;41397,14648;41397,14986;1;1;0;1; ;2;0;1;1; ; ; ; ;1;1;1;2; ;2;2; ;2
26;6; ;Post-doc;4;1;1978;1;1;4;1;1;4;2;2;1;4;3;2;2;3;2;2;4;4;2;1;3;4;4;3;3;2;3;3;3;3;4;4;2;0;0;0;0;0;0;1;0;15;7,37;7,18;1;1; ; ; ; ; ; ; ;Complete / Closed;41407,67211;41407,67534;2;0;0;2; ;1;0;1;1; ; ; ;1; ;0;0;2; ;2; ;1;1
297;1; ;Other;6;1;1977;1;2;2;1;1;4;3;3;3; ;1;2;2;2;2;2;2;3;2;3;3;3;2;2;3;2;2;1;1;1;1;2;2;0;0;0;0;0;1;0;1;1; ; ; ;1; ; ; ; ; ; ; ;Complete / Closed;41407,68037;41407,68476;2;1;0;1; ;1;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
782;5; ;Assistant professor;3;1;1976;1;2;4;1;1;2;2;3;1;2;1;3;2;2;2;2;2;2;2;1;2;2;2;3;2;2;1;3;3;3;3;3;2;1;0;0;0;0;0;1;0;20;7,37;7,18;1;1; ; ; ; ; ; ; ;Complete / Closed;41407,69517;41407,71075;2;1;0;2; ;1;0;0;1; ; ;1; ; ;0;0; ; ; ; ; ; 
410;5; ;Other;6;1;1970;1;2;2;1;1;3;2;4;1;1;2;2;2;2;3;2;5;5;2;3;5;3;3;3;4;3;4;5;5;5;5;5;2;0;0;0;0;0;0;1;0;30;4,84;5,4;1;1;1;2;3;2;2;1;1;Complete / Closed;41407,69801;41407,70228;2;1;0;1; ;2;0;0;0; ; ; ; ; ;0;0; ; ; ; ; ; 
496;5; ;Post-doc;4;1;1980;1;1;4;1;1;4;1;2;1;4;2;2;1;1;2;1;4;4;2;2;3;4;4;2;2;2;1;2;2;5;5;4;4;0;0;0;0;0;0;1;0;8;4,06;4,19;1;1; ; ; ; ; ; ; ;Complete / Closed;41407,7005;41407,7041;2;0;0;2; ;1;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
116;1; ;Post-doc;4;1;1968;0;2;2;1;1;2;2;3;3; ;3;3;4;4;4;4;5;5;1;2;4;5;1;3;3;2;4;5;5;5;5;4;2;0;0;0;0;0;0;1;0;0; ; ;0;1; ; ; ; ; ; ; ;Complete / Closed;41407,72456;41407,73557;2;1;0;1; ;1;0;0; ; ; ; ;1; ; ; ; ; ; ; ; ; 
4196;1; ;PhD student;5;2;1985;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41407,73636; ;2; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
54;1; ;Post-doc;4;1;1984;1;1;4;1;1;3;2;3;3; ;1;2;2;2;2;4;4;4;3;3;3;3;3;3;3;3;1;1;1;1;1;2;2;0;0;1;0;0;0;0;1;10;10,67;10,23;1;1; ; ; ; ; ; ; ;Complete / Closed;41407,74899;41407,75158;2;0;0;2; ;1;1;1;1; ; ; ;2; ;1;1;2; ;2;2; ;2
160;4; ;Post-doc;4;1;1972;1;1;2;1;1;4;1;1;3; ;3;2;2;2;2;2;2;2;3;3;3;3;2;3;1;2;1;2;2;2;2;2;1;0;0;0;0;0;0;1;0;14;7,37;7,18;1;1; ; ; ; ; ; ; ;Complete / Closed;41407,75299;41407,8342;2;0;0;1; ;1;1;0;1; ; ; ;2; ;0;0; ; ; ; ; ; 
57;4; ;PhD student;5;1;1984;0;2;3;1;1;2;2;3;3; ;3;2;2;2;4;3;3;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3;3;0;0;0;0;0;0;1;0;3;2,69;2,77;1;1; ; ; ; ; ; ; ;Complete / Closed;41407,75741;41407,76166;2;1;0;2; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
524;4; ;Other;6;1; ;1;1;3;1;2;4;2;1;3; ;3;1;2;4;4;2;4;4;2;2;2;3;3;3;3;2;3;3;3;3;4;2;2; ; ; ; ; ; ; ; ;3;10,256;10,949;1;1; ; ; ; ; ; ; ;Complete / Closed;41407,83707;41407,84155;2;0;0;2; ;1;1; ;1; ; ; ; ; ;1;1; ; ; ; ; ; 
4817;4; ;Other;6;2;1985;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41407,86108; ;2; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2369;4; ;PhD student;5;2;1990;0;2;4;1;1;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41407,97248; ;2;1;0;2; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3436;4; ;PhD student;5;2; ;0; ; ;1;2;3;1; ; ;4;3;1;2;4;4;2;4;4;2;2;3;3;3;3;2;2;3;3;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41408,75587; ;2; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
808;5; ;PhD student;5;1;1989;0;1;4;1;1;5;2;5;3; ;3;1;2;2;3;2;4;2;3;2;3;3;3;2;1;2;2;3;3;3;4;2;2;0;0;0;0;0;0;1;0;0; ; ; ;1; ; ; ; ; ; ; ;Complete / Closed;41408,94931;41408,95503;2;0;0;2; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
2906;1; ;Professor;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41409,16254; ;2; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
507;4; ;Post-doc;4;2;1975;1;1; ;1;1;5;2;4;3; ;2;3;2;2;2;2;4;4;1;2;3;2;2;2;2;2;2;2;2;3;3;1;1;0;0;0;0;0;0;1;0;2;12,44;12,74;1;1; ; ; ; ; ; ; ;Complete / Closed;41409,62274;41429,59924;2;0;0; ; ;2;1;0;1; ; ; ;2; ;1;1; ; ; ; ; ; 
2355;1; ;Other;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41425,54296; ;3; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
388;1; ;Assistant professor;3;1;1977;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;Complete / Closed;41425,62012;41425,62065;3;1;0;1; ; ;1;1; ; ; ;2; ; ; ; ; ; ; ; ; ; 
83;5; ;PhD student;5;1;1988;0;1;4;1;1;3;2;5;2;2;2;1;2;4;4;4;4;2;2;2;2;3;1;2;3;2;2;4;2;3;4;2;2;1;0;0;0;0;0;1;0;0; ; ; ;1;2;1;3;3;3;2;2;Complete / Closed;41425,68546;41425,68878;3;0;0;2; ;2;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
2307;5; ;PhD student;5;1;1988;0;2;4;1;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41425,70387; ;3;1;0;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
581;4; ;Other;6;1;1989;0;2;2;1;1;2;3;3;3; ;3;1;2;2;4;2;4;4;3;3;5;3;2;4;3;2;3;4;4;4;4;2;2;0;0;0;0;0;0;1;0;0; ; ;0;1; ; ; ; ; ; ; ;Complete / Closed;41425,70687;41425,71136;3;1;0;1; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
